,Date,Close,High,Low,Open,daily_return,cum_daily_return,H-L,C-O,10day MA,50day MA,200day MA,rsi,ma7,ma21,ema_26,ema_12,macd,bb_high,bb_low,ema,momentum
0,03 Jan 2000,1592.2,1592.9,1482.15,1482.15,0.0,1.0,110.75,110.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1592.2,1592.2,0.0,0.0,0.0,1592.2,1591.2
1,04 Jan 2000,1638.7,1641.95,1594.4,1594.4,0.02920487375957803,1.029204873759578,47.549999999999955,44.299999999999955,0.0,0.0,0.0,0.0,0.0,0.0,1616.3442307692308,1617.3874999999998,1.0432692307690559,0.0,0.0,1627.0749999999998,1637.7
2,05 Jan 2000,1595.8,1635.5,1555.05,1634.55,-0.02617928846036499,1.0022610224846125,80.45000000000005,-38.75,0.0,0.0,0.0,0.0,0.0,0.0,1608.9628881222275,1608.961893764434,-0.0009943577933881897,0.0,0.0,1605.4230769230767,1594.8
3,06 Jan 2000,1617.6,1639.0,1595.8,1595.8,0.01366085975686171,1.0159527697525437,43.200000000000045,21.799999999999955,0.0,0.0,0.0,0.0,0.0,0.0,1611.3774471650947,1611.688606321839,0.3111591567442247,0.0,0.0,1613.6425,1616.6
4,07 Jan 2000,1613.3,1628.25,1597.2,1616.6,-0.002658259149357023,1.0132521040070344,31.049999999999955,-3.2999999999999545,0.0,0.0,0.0,0.0,0.0,0.0,1611.8232950972688,1612.126416225112,0.3031211278432693,0.0,0.0,1613.4132231404958,1612.3
5,10 Jan 2000,1632.95,1662.1,1614.95,1615.65,0.01218000371908512,1.025593518402211,47.149999999999864,17.299999999999955,0.0,0.0,0.0,0.0,0.0,0.0,1616.0548055887323,1617.187642607081,1.1328370183487095,0.0,0.0,1626.4556318681318,1631.95
6,11 Jan 2000,1572.5,1639.9,1548.25,1633.25,-0.03701889218898313,0.9876271825147596,91.65000000000009,-60.75,0.0,0.0,0.0,0.0,1609.0071428571428,0.0,1608.3088091969034,1607.2157515094418,-1.0930576874616236,0.0,0.0,1590.468755718207,1571.5
7,12 Jan 2000,1624.8,1631.55,1571.7,1572.3,0.03325914149443565,1.0204748147217688,59.84999999999991,52.5,0.0,0.0,0.0,0.0,1613.6642857142854,0.0,1610.9659486593803,1610.8853131415328,-0.0806355178474405,0.0,0.0,1613.3597408536586,1623.8
8,13 Jan 2000,1621.4,1671.15,1613.65,1627.85,-0.002092565238798527,1.0183394045974126,57.5,-6.449999999999818,0.0,0.0,0.0,0.0,1611.1928571428566,0.0,1612.512504126132,1612.9654924511146,0.45298832498269803,0.0,0.0,1618.720185956712,1620.4
9,14 Jan 2000,1622.75,1627.4,1591.4,1622.15,0.0008326137905512176,1.0191872880291422,36.0,0.599999999999909,0.0,0.0,0.0,0.0,1615.0428571428567,0.0,1613.9251789183736,1614.8196528289345,0.8944739105609187,0.0,0.0,1621.4067741498443,1621.75
10,17 Jan 2000,1611.6,1668.45,1604.65,1623.5,-0.006871052226159358,1.0121843989448562,63.799999999999955,-11.900000000000091,1613.1999999999998,0.0,0.0,0.0,1614.1857142857139,0.0,1613.6236024760428,1614.2305339925524,0.6069315165095759,0.0,0.0,1614.8688878100552,1610.6
11,18 Jan 2000,1606.7,1615.15,1587.85,1611.65,-0.003040456689004656,1.0091068961185783,27.300000000000182,-4.9500000000000455,1615.1399999999999,0.0,0.0,0.0,1613.242857142857,0.0,1612.772928820731,1612.8916297703622,0.11870094963114752,0.0,0.0,1609.4229523558636,1605.7
12,19 Jan 2000,1634.85,1644.45,1608.85,1610.05,0.01752038339453521,1.0267868358246452,35.600000000000136,24.799999999999955,1611.9399999999998,0.0,0.0,0.0,1613.5142857142855,0.0,1615.3592537272625,1616.7044370293602,1.3451833020976665,0.0,0.0,1626.3743280842893,1633.85
13,20 Jan 2000,1601.1,1644.4,1596.65,1634.65,-0.02064409578860449,1.0055897500314033,47.75,-33.55000000000018,1615.8449999999998,0.0,0.0,0.0,1617.6,0.0,1613.7577698376415,1614.0474996249727,0.28972978733122545,0.0,0.0,1609.5247725052727,1600.1
14,21 Jan 2000,1620.6,1626.5,1593.2,1601.25,0.012179126850290434,1.0178369551563875,33.299999999999955,19.34999999999991,1614.1949999999995,0.0,0.0,53.415175024203336,1617.0,0.0,1614.4979315378414,1615.1451556126817,0.6472240748403237,0.0,0.0,1616.9082580163254,1619.6
15,24 Jan 2000,1613.6,1645.0,1608.3,1623.05,-0.0043193878810317,1.0134405225474188,36.700000000000045,-9.450000000000045,1614.9249999999997,0.0,0.0,51.58216525937817,1615.8857142857144,0.0,1614.4040005226516,1614.889806464822,0.4858059421703729,0.0,0.0,1614.7027526208733,1612.6
16,25 Jan 2000,1586.4,1613.65,1579.55,1612.95,-0.016856717897868023,0.996357241552569,34.100000000000136,-26.549999999999955,1612.9899999999993,0.0,0.0,45.10506025818216,1610.6928571428573,0.0,1611.5613499143294,1610.2347634147916,-1.3265864995378251,0.0,0.0,1595.8342507275158,1585.4
17,27 Jan 2000,1603.9,1633.55,1600.05,1600.5,0.011031265758951081,1.007348323074991,33.5,3.400000000000091,1614.3799999999997,0.0,0.0,49.49882388679779,1609.5928571428572,0.0,1610.804422050145,1609.2094939955828,-1.5949280545621605,0.0,0.0,1601.2114169230513,1602.9
18,28 Jan 2000,1599.1,1610.9,1592.7,1603.65,-0.0029927052808780275,1.0043336264288407,18.200000000000045,-4.550000000000182,1612.2899999999997,0.0,0.0,48.3555801084073,1608.5071428571428,0.0,1609.67594640279,1607.5862804722344,-2.0896659305556113,0.0,0.0,1599.803805639806,1598.1
19,31 Jan 2000,1546.2,1598.35,1538.7,1598.35,-0.033081108123319325,0.9711091571410628,59.649999999999864,-52.149999999999864,1610.0599999999997,0.0,0.0,37.95209520312857,1595.8428571428572,0.0,1603.6896821914345,1597.7956627050344,-5.894019486400111,0.0,0.0,1564.0679352030197,1545.2
20,01 Feb 2000,1549.5,1554.15,1521.4,1546.2,0.0021342646488164974,0.973181761085291,32.75,3.2999999999999545,1602.4049999999995,0.0,0.0,38.83613158838883,1588.4714285714285,1605.0261904761903,1598.6805359716186,1590.1361372761467,-8.544398695471955,1655.2556501492509,1554.7967308031298,1554.3559784000784,1548.5
21,02 Feb 2000,1588.0,1605.9,1554.2,1554.2,0.024846724749919336,0.9973621404346189,51.700000000000045,33.799999999999955,1596.1949999999995,0.0,0.0,48.122638235068735,1583.8142857142855,1604.8261904761905,1597.7110590896857,1589.7989550251812,-7.912104064504547,1655.3029833522005,1554.3493976001805,1576.7853261340745,1587.0
22,03 Feb 2000,1597.9,1616.7,1591.25,1591.25,0.006234256926952231,1.0035799522673032,25.450000000000045,6.650000000000091,1594.3249999999996,0.0,0.0,50.215824591180436,1581.5714285714282,1602.8833333333334,1597.7279276937727,1591.0725831326338,-6.655344561138918,1650.9682616719858,1554.798404994681,1590.8617753781743,1596.9
23,04 Feb 2000,1599.75,1621.35,1596.45,1598.5,0.0011577695725639714,1.0047418665996735,24.899999999999864,1.25,1590.6299999999997,0.0,0.0,50.61681164993109,1583.4785714285713,1603.0714285714287,1597.9057539029027,1592.4322429042982,-5.4735109986045245,1651.0708095198177,1555.0720476230397,1596.7872584594122,1598.75
24,07 Feb 2000,1636.6,1645.9,1599.8,1599.8,0.023034849195186613,1.0278859439768873,46.100000000000136,36.799999999999955,1590.4949999999994,0.0,0.0,57.8921408184438,1588.1499999999999,1603.9761904761904,1601.262077727636,1599.3332432927614,-1.928834434874716,1653.8071007533229,1554.1452801990579,1623.3290861531686,1635.6
25,08 Feb 2000,1662.75,1676.1,1636.6,1636.6,0.015978247586459826,1.044309760080392,39.5,26.15000000000009,1592.0949999999996,0.0,0.0,62.15323531774471,1597.242857142857,1606.3309523809523,1606.5288101496644,1609.2180933375212,2.689283187856745,1662.3069872190015,1550.3549175429032,1649.6096953843999,1661.75
