"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 26, 2016","8,581.57","8,556.37","8,622.42","8,554.55","1.29B","0.25%"
"Apr 25, 2016","8,560.28","8,541.14","8,560.28","8,513.73","1.11B","0.29%"
"Apr 22, 2016","8,535.75","8,560.21","8,580.33","8,501.03","1.59B","-0.38%"
"Apr 21, 2016","8,568.65","8,549.14","8,568.65","8,508.92","1.40B","0.64%"
"Apr 20, 2016","8,514.48","8,649.09","8,695.22","8,502.55","1.80B","-1.38%"
"Apr 19, 2016","8,633.72","8,701.75","8,743.35","8,627.29","1.53B","-0.37%"
"Apr 18, 2016","8,666.01","8,681.80","8,686.98","8,650.13","1.31B","-0.40%"
"Apr 15, 2016","8,700.39","8,634.23","8,700.39","8,613.25","1.57B","0.38%"
"Apr 14, 2016","8,667.71","8,684.93","8,719.15","8,653.84","1.74B","0.18%"
"Apr 13, 2016","8,652.08","8,562.79","8,653.08","8,561.90","1.70B","1.42%"
"Apr 12, 2016","8,531.18","8,561.21","8,613.56","8,520.14","1.70B","-0.37%"
"Apr 11, 2016","8,562.59","8,518.96","8,568.44","8,476.57","1.44B","0.25%"
"Apr 08, 2016","8,541.50","8,464.78","8,546.31","8,452.05","1.80B","0.60%"
"Apr 07, 2016","8,490.25","8,523.25","8,529.44","8,436.54","1.78B","-0.27%"
"Apr 06, 2016","8,513.30","8,605.16","8,605.16","8,496.89","2.02B","-1.67%"
"Apr 01, 2016","8,657.55","8,700.38","8,704.53","8,628.94","1.54B","-1.00%"
"Mar 31, 2016","8,744.83","8,757.22","8,803.91","8,695.08","2.01B","0.09%"
"Mar 30, 2016","8,737.04","8,624.93","8,744.47","8,624.93","1.92B","1.39%"
"Mar 29, 2016","8,617.35","8,687.06","8,711.11","8,585.71","1.90B","-0.84%"
"Mar 28, 2016","8,690.45","8,713.72","8,737.86","8,676.03","1.61B","-0.17%"
"Mar 25, 2016","8,704.97","8,758.14","8,765.62","8,699.89","1.48B","-0.44%"
"Mar 24, 2016","8,743.38","8,745.42","8,765.96","8,676.87","1.75B","-0.26%"
"Mar 23, 2016","8,766.09","8,777.88","8,814.50","8,734.55","1.74B","-0.22%"
"Mar 22, 2016","8,785.68","8,806.02","8,814.37","8,713.24","1.88B","-0.31%"
"Mar 21, 2016","8,812.70","8,826.16","8,840.75","8,747.59","1.74B","0.02%"
"Mar 18, 2016","8,810.71","8,747.05","8,810.71","8,747.05","2.47B","0.87%"
"Mar 17, 2016","8,734.54","8,763.51","8,826.84","8,716.88","2.38B","0.41%"
"Mar 16, 2016","8,699.14","8,637.63","8,699.14","8,637.63","1.99B","1.02%"
"Mar 15, 2016","8,611.18","8,745.57","8,759.94","8,589.41","2.61B","-1.56%"
"Mar 14, 2016","8,747.90","8,746.48","8,777.05","8,739.57","2.24B","0.48%"
"Mar 11, 2016","8,706.14","8,663.29","8,707.97","8,640.96","2.07B","0.52%"
"Mar 10, 2016","8,660.70","8,633.66","8,680.43","8,614.97","2.17B","0.31%"
"Mar 09, 2016","8,634.11","8,649.10","8,657.17","8,588.41","2.20B","-0.35%"
"Mar 08, 2016","8,664.31","8,655.86","8,668.51","8,575.70","2.64B","0.05%"
"Mar 07, 2016","8,659.55","8,656.74","8,727.88","8,632.21","2.42B","0.19%"
"Mar 04, 2016","8,643.55","8,611.37","8,648.94","8,584.06","2.40B","0.37%"
"Mar 03, 2016","8,611.79","8,569.05","8,630.77","8,561.74","2.57B","0.79%"
"Mar 02, 2016","8,544.05","8,544.66","8,586.25","8,540.17","2.31B","0.69%"
"Mar 01, 2016","8,485.69","8,381.38","8,489.01","8,378.06","1.95B","0.89%"
"Feb 26, 2016","8,411.16","8,380.53","8,432.74","8,347.80","1.97B","0.54%"
"Feb 25, 2016","8,365.86","8,304.18","8,388.63","8,304.18","2.03B","1.00%"
"Feb 24, 2016","8,282.86","8,332.66","8,382.25","8,264.39","1.82B","-0.62%"
"Feb 23, 2016","8,334.64","8,333.59","8,361.79","8,311.94","1.85B","0.10%"
"Feb 22, 2016","8,326.68","8,315.79","8,396.62","8,296.18","1.70B","0.02%"
"Feb 19, 2016","8,325.04","8,291.83","8,325.04","8,280.39","1.72B","0.12%"
"Feb 18, 2016","8,314.67","8,261.74","8,337.97","8,261.74","2.04B","1.22%"
"Feb 17, 2016","8,214.25","8,240.73","8,253.80","8,196.13","1.85B","0.03%"
"Feb 16, 2016","8,212.07","8,090.91","8,227.19","8,090.91","2.01B","1.80%"
"Feb 15, 2016","8,066.51","7,976.65","8,074.80","7,953.99","1.94B","0.04%"
"Feb 03, 2016","8,063.00","8,117.22","8,117.22","8,036.60","1.78B","-0.84%"
"Feb 02, 2016","8,131.24","8,141.52","8,156.25","8,091.14","1.77B","-0.32%"
"Feb 01, 2016","8,156.96","8,164.24","8,166.80","8,110.87","1.82B","0.14%"
"Jan 30, 2016","8,145.21","8,107.23","8,149.50","8,106.63","-","0.80%"
"Jan 29, 2016","8,080.60","7,880.78","8,080.60","7,876.82","2.55B","2.22%"
"Jan 28, 2016","7,905.10","7,825.22","7,921.06","7,821.12","1.83B","0.70%"
"Jan 27, 2016","7,849.83","7,863.66","7,888.63","7,830.33","1.48B","0.27%"
"Jan 26, 2016","7,828.67","7,832.10","7,848.63","7,799.58","1.52B","-0.83%"
"Jan 25, 2016","7,894.15","7,813.73","7,899.66","7,813.73","1.62B","1.78%"
"Jan 22, 2016","7,756.18","7,729.01","7,774.12","7,706.14","1.64B","1.20%"
"Jan 21, 2016","7,664.01","7,713.17","7,748.37","7,664.01","1.76B","-0.46%"
"Jan 20, 2016","7,699.12","7,835.17","7,835.17","7,687.60","2.05B","-1.98%"
"Jan 19, 2016","7,854.88","7,816.45","7,854.88","7,786.77","1.58B","0.56%"
"Jan 18, 2016","7,811.18","7,678.67","7,834.25","7,627.89","1.94B","0.63%"
"Jan 15, 2016","7,762.01","7,809.00","7,842.34","7,708.66","1.99B","0.25%"
"Jan 14, 2016","7,742.88","7,752.09","7,752.09","7,662.34","1.81B","-1.04%"
"Jan 13, 2016","7,824.61","7,799.56","7,865.98","7,786.33","1.70B","0.72%"
"Jan 12, 2016","7,768.45","7,807.93","7,851.81","7,732.11","2.03B","-0.26%"
"Jan 11, 2016","7,788.42","7,855.80","7,855.80","7,726.22","1.95B","-1.34%"
"Jan 08, 2016","7,893.97","7,811.20","7,906.55","7,788.71","1.88B","0.53%"
"Jan 07, 2016","7,852.06","7,963.24","7,980.50","7,770.16","2.54B","-1.73%"
"Jan 06, 2016","7,990.39","8,064.25","8,076.54","7,948.43","2.04B","-1.05%"
"Jan 05, 2016","8,075.11","8,105.00","8,142.64","8,055.96","1.71B","-0.48%"
"Jan 04, 2016","8,114.26","8,315.79","8,326.33","8,109.09","1.72B","-2.68%"
"Dec 31, 2015","8,338.06","8,273.77","8,338.06","8,258.73","1.19B","0.70%"
"Dec 30, 2015","8,279.99","8,313.37","8,342.34","8,262.52","1.30B","-0.17%"
"Dec 29, 2015","8,293.91","8,349.27","8,351.16","8,286.84","1.19B","-0.77%"
"Dec 28, 2015","8,358.49","8,374.18","8,394.60","8,358.49","1.22B","-0.06%"
"Dec 25, 2015","8,363.28","8,328.94","8,364.30","8,320.10","1.24B","0.47%"
"Dec 24, 2015","8,324.36","8,351.20","8,393.41","8,324.36","1.71B","0.10%"
"Dec 23, 2015","8,315.70","8,296.58","8,359.25","8,296.58","1.94B","0.28%"
"Dec 22, 2015","8,292.74","8,283.03","8,316.44","8,261.72","1.83B","0.13%"
"Dec 21, 2015","8,282.17","8,228.05","8,289.59","8,191.53","2.16B","0.30%"
"Dec 18, 2015","8,257.32","8,272.41","8,317.48","8,241.32","1.96B","-0.75%"
"Dec 17, 2015","8,319.67","8,214.62","8,319.67","8,214.62","2.19B","1.65%"
"Dec 16, 2015","8,184.66","8,144.03","8,204.20","8,121.06","1.99B","1.38%"
"Dec 15, 2015","8,073.35","8,074.48","8,140.06","8,073.35","1.67B","0.41%"
"Dec 14, 2015","8,040.16","8,058.67","8,068.98","7,980.59","1.81B","-0.93%"
"Dec 11, 2015","8,115.89","8,217.33","8,253.11","8,108.68","2.06B","-1.22%"
"Dec 10, 2015","8,216.17","8,214.27","8,228.43","8,133.42","2.11B","-0.16%"
"Dec 09, 2015","8,229.62","8,329.86","8,343.37","8,229.62","2.15B","-1.37%"
"Dec 08, 2015","8,343.86","8,442.06","8,453.63","8,335.67","2.05B","-1.31%"
"Dec 07, 2015","8,454.27","8,432.47","8,535.36","8,432.47","1.80B","0.66%"
"Dec 04, 2015","8,398.60","8,423.70","8,423.70","8,355.75","1.79B","-0.68%"
"Dec 03, 2015","8,456.06","8,424.54","8,484.52","8,393.29","1.83B","-0.02%"
"Dec 02, 2015","8,457.40","8,475.96","8,497.19","8,441.28","1.94B","-0.07%"
"Dec 01, 2015","8,463.30","8,359.27","8,463.30","8,339.50","1.97B","1.71%"
"Nov 30, 2015","8,320.61","8,339.83","8,339.83","8,239.00","3.29B","-0.93%"
"Nov 27, 2015","8,398.40","8,493.18","8,505.08","8,397.49","1.42B","-1.02%"
"Nov 26, 2015","8,484.90","8,411.16","8,510.70","8,411.16","1.66B","1.18%"
"Nov 25, 2015","8,386.13","8,407.54","8,426.62","8,352.17","1.69B","-0.17%"
"Nov 24, 2015","8,400.14","8,472.24","8,497.83","8,397.44","1.63B","-1.01%"
"Nov 23, 2015","8,485.73","8,480.59","8,503.08","8,450.01","1.53B","0.24%"
"Nov 20, 2015","8,465.45","8,472.65","8,484.06","8,434.33","1.58B","-0.14%"
"Nov 19, 2015","8,477.20","8,382.09","8,477.20","8,357.20","1.79B","1.64%"
"Nov 18, 2015","8,340.47","8,432.25","8,455.14","8,326.72","1.76B","-0.94%"
"Nov 17, 2015","8,419.42","8,369.14","8,471.89","8,369.14","1.80B","1.50%"
"Nov 16, 2015","8,295.40","8,278.12","8,312.06","8,217.34","1.82B","-0.41%"
"Nov 13, 2015","8,329.50","8,402.11","8,453.04","8,329.50","1.69B","-1.17%"
"Nov 12, 2015","8,428.09","8,426.76","8,467.31","8,374.07","1.54B","0.16%"
"Nov 11, 2015","8,415.01","8,543.63","8,557.69","8,415.01","1.93B","-1.43%"
"Nov 10, 2015","8,536.90","8,614.55","8,614.55","8,529.54","1.70B","-1.22%"
"Nov 09, 2015","8,642.48","8,702.67","8,746.28","8,623.70","1.75B","-0.59%"
"Nov 06, 2015","8,693.57","8,857.61","8,857.61","8,671.89","2.24B","-1.77%"
"Nov 05, 2015","8,850.18","8,858.73","8,871.87","8,828.04","2.00B","-0.08%"
"Nov 04, 2015","8,857.02","8,759.94","8,864.17","8,754.18","2.62B","1.65%"
"Nov 03, 2015","8,713.19","8,643.21","8,728.06","8,643.21","2.02B","1.14%"
"Nov 02, 2015","8,614.77","8,571.53","8,614.77","8,524.01","1.57B","0.71%"
"Oct 30, 2015","8,554.31","8,578.25","8,586.90","8,503.69","1.96B","-0.20%"
"Oct 29, 2015","8,571.08","8,682.58","8,704.59","8,568.13","1.99B","-1.10%"
"Oct 28, 2015","8,665.99","8,679.24","8,714.01","8,632.38","1.78B","-0.41%"
"Oct 27, 2015","8,701.32","8,724.00","8,733.53","8,662.77","1.84B","-0.50%"
"Oct 26, 2015","8,745.36","8,706.81","8,757.14","8,706.81","1.78B","0.82%"
"Oct 23, 2015","8,673.81","8,671.52","8,740.08","8,662.03","1.97B","0.76%"
"Oct 22, 2015","8,608.46","8,600.40","8,631.17","8,594.21","1.68B","-0.01%"
"Oct 21, 2015","8,609.23","8,668.08","8,690.39","8,591.42","2.02B","-0.51%"
"Oct 20, 2015","8,653.60","8,651.08","8,663.12","8,618.48","1.99B","0.26%"
"Oct 19, 2015","8,631.50","8,628.79","8,670.32","8,603.08","1.77B","0.31%"
"Oct 16, 2015","8,604.95","8,596.43","8,627.83","8,574.64","2.17B","0.04%"
"Oct 15, 2015","8,601.52","8,573.38","8,652.47","8,573.38","2.06B","0.93%"
"Oct 14, 2015","8,522.51","8,545.14","8,553.87","8,515.53","1.94B","-0.53%"
"Oct 13, 2015","8,567.92","8,571.57","8,574.11","8,518.41","1.88B","-0.07%"
"Oct 12, 2015","8,573.72","8,478.34","8,578.22","8,478.34","2.08B","1.51%"
"Oct 08, 2015","8,445.96","8,528.46","8,544.93","8,434.50","1.98B","-0.58%"
"Oct 07, 2015","8,495.23","8,398.53","8,495.23","8,385.04","2.09B","1.20%"
"Oct 06, 2015","8,394.10","8,409.31","8,482.83","8,390.89","2.19B","0.50%"
"Oct 05, 2015","8,352.36","8,342.99","8,364.59","8,316.83","1.93B","0.57%"
"Oct 02, 2015","8,305.03","8,290.43","8,320.66","8,253.75","1.76B","0.11%"
