"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 25, 2018","9,520.79","9,622.95","9,622.95","9,475.61","2,456.87B","-2.44%"
"Oct 24, 2018","9,759.40","9,774.29","9,809.19","9,667.85","2,135.23B","-0.16%"
"Oct 23, 2018","9,775.20","9,912.28","9,912.28","9,775.20","1,711.29B","-2.00%"
"Oct 22, 2018","9,974.28","9,871.30","9,984.15","9,822.15","1,481.68B","0.55%"
"Oct 19, 2018","9,919.26","9,879.47","9,919.26","9,762.91","2,417.02B","-0.35%"
"Oct 18, 2018","9,953.73","9,975.46","10,019.50","9,919.79","1,611.76B","-0.25%"
"Oct 17, 2018","9,979.14","10,048.43","10,127.01","9,978.25","1,856.67B","-0.02%"
"Oct 16, 2018","9,981.10","9,891.97","10,011.19","9,888.73","1,888.81B","0.81%"
"Oct 15, 2018","9,901.12","9,989.63","9,989.63","9,890.47","2,044.70B","-1.44%"
"Oct 12, 2018","10,045.81","9,811.58","10,046.01","9,740.76","2,724.44B","2.44%"
"Oct 11, 2018","9,806.11","10,272.04","10,272.04","9,797.93","4,348.49B","-6.31%"
"Oct 09, 2018","10,466.83","10,464.39","10,503.10","10,428.97","2,097.21B","0.10%"
"Oct 08, 2018","10,455.93","10,467.85","10,507.83","10,403.13","1,796.64B","-0.58%"
"Oct 05, 2018","10,517.12","10,665.29","10,669.63","10,446.94","2,735.71B","-1.88%"
"Oct 04, 2018","10,718.91","10,826.19","10,826.19","10,707.76","1,873.98B","-1.33%"
"Oct 03, 2018","10,863.94","10,918.74","10,926.73","10,839.46","1,696.02B","-0.51%"
"Oct 02, 2018","10,919.63","11,048.89","11,064.34","10,906.42","1,802.40B","-1.20%"
"Oct 01, 2018","11,051.80","11,014.19","11,062.43","11,012.95","1,646.66B","0.41%"
"Sep 28, 2018","11,006.34","11,050.09","11,073.95","10,966.96","2,192.67B","-0.25%"
"Sep 27, 2018","11,034.19","10,973.77","11,051.09","10,961.27","2,089.81B","0.55%"
"Sep 26, 2018","10,974.19","10,974.08","11,007.35","10,947.29","1,855.21B","-0.04%"
"Sep 25, 2018","10,978.85","10,959.56","11,003.49","10,941.77","1,987.24B","0.06%"
"Sep 21, 2018","10,972.41","10,857.10","10,972.41","10,835.84","2,538.97B","1.30%"
"Sep 20, 2018","10,831.41","10,886.19","10,908.36","10,814.54","2,090.93B","-0.24%"
"Sep 19, 2018","10,857.27","10,808.50","10,882.75","10,808.50","1,999.23B","0.90%"
"Sep 18, 2018","10,760.21","10,794.22","10,806.56","10,750.81","1,938.53B","-0.63%"
"Sep 17, 2018","10,828.61","10,881.78","10,883.98","10,806.73","1,698.08B","-0.36%"
"Sep 14, 2018","10,868.14","10,776.53","10,882.04","10,770.47","2,068.84B","1.31%"
"Sep 13, 2018","10,727.23","10,726.67","10,758.84","10,701.25","1,811.46B","0.04%"
"Sep 12, 2018","10,722.57","10,762.91","10,779.93","10,667.25","1,938.46B","-0.28%"
"Sep 11, 2018","10,752.30","10,723.00","10,765.42","10,669.59","2,098.69B","0.25%"
"Sep 10, 2018","10,725.80","10,869.80","10,877.72","10,689.29","2,600.63B","-1.12%"
"Sep 07, 2018","10,846.99","10,922.55","10,922.55","10,807.56","2,491.28B","-0.71%"
"Sep 06, 2018","10,924.30","11,016.92","11,016.92","10,905.34","2,038.40B","-0.64%"
"Sep 05, 2018","10,995.13","11,042.41","11,058.06","10,989.93","1,898.71B","-0.24%"
"Sep 04, 2018","11,021.38","10,981.39","11,028.27","10,956.49","1,653.44B","0.52%"
"Sep 03, 2018","10,964.22","11,087.86","11,097.11","10,952.85","1,897.92B","-0.90%"
"Aug 31, 2018","11,063.94","11,037.26","11,063.94","10,987.68","2,081.90B","-0.27%"
"Aug 30, 2018","11,093.75","11,153.97","11,186.05","11,080.07","1,915.78B","-0.05%"
"Aug 29, 2018","11,099.57","11,029.12","11,099.57","11,029.11","1,822.87B","1.00%"
"Aug 28, 2018","10,989.55","10,946.33","11,005.55","10,946.33","1,940.61B","0.80%"
"Aug 27, 2018","10,902.21","10,847.17","10,916.69","10,847.17","1,710.83B","0.86%"
"Aug 24, 2018","10,809.35","10,865.91","10,865.91","10,770.32","1,748.69B","-0.50%"
"Aug 23, 2018","10,863.13","10,817.33","10,863.13","10,802.79","1,938.58B","0.55%"
"Aug 22, 2018","10,804.20","10,790.24","10,828.21","10,774.69","2,018.41B","0.11%"
"Aug 21, 2018","10,792.20","10,697.01","10,792.20","10,697.01","1,972.52B","0.87%"
"Aug 20, 2018","10,699.05","10,698.76","10,729.90","10,663.44","2,057.39B","0.08%"
"Aug 17, 2018","10,690.96","10,702.60","10,757.01","10,688.55","2,069.11B","0.07%"
"Aug 16, 2018","10,683.90","10,663.57","10,725.71","10,606.26","2,348.72B","-0.31%"
"Aug 15, 2018","10,716.75","10,827.28","10,827.28","10,688.59","2,450.85B","-0.99%"
"Aug 14, 2018","10,824.23","10,797.95","10,829.85","10,755.53","2,280.74B","0.70%"
"Aug 13, 2018","10,748.92","10,939.68","10,939.68","10,693.73","2,883.82B","-2.14%"
"Aug 10, 2018","10,983.68","11,009.96","11,033.89","10,972.25","2,143.33B","-0.40%"
"Aug 09, 2018","11,028.07","11,063.62","11,063.62","11,001.96","2,004.31B","-0.43%"
"Aug 08, 2018","11,075.25","11,026.07","11,095.50","11,026.07","2,141.00B","0.84%"
"Aug 07, 2018","10,983.44","11,024.97","11,030.09","10,983.44","1,987.87B","-0.37%"
"Aug 06, 2018","11,024.10","10,997.26","11,054.49","10,994.97","1,896.38B","0.11%"
"Aug 03, 2018","11,012.43","10,957.30","11,012.43","10,957.30","1,956.92B","0.76%"
"Aug 02, 2018","10,929.77","11,095.67","11,095.67","10,919.13","2,168.19B","-1.52%"
"Aug 01, 2018","11,098.13","11,062.36","11,100.02","11,058.28","2,144.01B","0.37%"
"Jul 31, 2018","11,057.51","10,997.73","11,057.51","10,976.46","2,513.51B","0.22%"
"Jul 30, 2018","11,033.54","11,072.70","11,080.41","11,001.15","2,141.48B","-0.38%"
"Jul 27, 2018","11,075.78","11,023.07","11,075.78","11,009.16","2,230.94B","0.59%"
"Jul 26, 2018","11,010.61","10,969.35","11,018.19","10,966.33","2,335.97B","0.41%"
"Jul 25, 2018","10,965.79","10,957.66","10,992.29","10,956.00","1,970.73B","-0.27%"
"Jul 24, 2018","10,995.39","10,937.77","10,995.39","10,917.61","2,213.57B","0.44%"
"Jul 23, 2018","10,946.89","10,929.46","10,984.84","10,901.75","2,153.39B","0.14%"
"Jul 20, 2018","10,932.11","10,932.51","10,963.95","10,893.73","2,245.75B","0.89%"
"Jul 19, 2018","10,835.38","10,868.56","10,896.25","10,826.14","2,052.66B","-0.07%"
"Jul 18, 2018","10,842.46","10,811.43","10,872.74","10,788.37","2,388.62B","0.59%"
"Jul 17, 2018","10,778.99","10,802.75","10,818.84","10,758.83","2,029.13B","-0.36%"
"Jul 16, 2018","10,817.45","10,867.97","10,890.20","10,817.45","1,889.42B","-0.43%"
"Jul 13, 2018","10,864.54","10,769.70","10,864.54","10,769.70","2,133.95B","1.17%"
"Jul 12, 2018","10,738.38","10,644.91","10,752.57","10,643.65","2,053.45B","0.58%"
"Jul 11, 2018","10,676.84","10,693.64","10,693.64","10,635.03","2,140.67B","-0.74%"
"Jul 10, 2018","10,756.89","10,737.62","10,776.47","10,728.24","2,427.52B","0.34%"
"Jul 09, 2018","10,720.28","10,638.90","10,746.74","10,638.90","2,329.34B","1.05%"
"Jul 06, 2018","10,608.57","10,645.66","10,665.72","10,523.58","2,613.09B","-0.03%"
"Jul 05, 2018","10,611.81","10,690.91","10,709.80","10,585.27","2,075.83B","-1.03%"
"Jul 04, 2018","10,721.87","10,714.25","10,752.05","10,680.44","2,081.15B","0.06%"
"Jul 03, 2018","10,715.72","10,802.88","10,873.48","10,707.68","2,685.93B","-0.58%"
"Jul 02, 2018","10,777.94","10,852.17","10,886.20","10,777.94","2,244.55B","-0.54%"
"Jun 29, 2018","10,836.91","10,667.64","10,836.91","10,667.64","2,256.11B","1.71%"
"Jun 28, 2018","10,654.28","10,669.42","10,723.84","10,633.01","2,259.59B","-0.44%"
"Jun 27, 2018","10,701.03","10,766.88","10,800.34","10,701.03","2,357.92B","-0.38%"
"Jun 26, 2018","10,742.17","10,730.90","10,752.99","10,651.42","2,615.96B","-0.41%"
"Jun 25, 2018","10,786.46","10,834.07","10,851.16","10,786.46","2,393.65B","-1.04%"
"Jun 22, 2018","10,899.28","10,901.25","10,914.83","10,828.86","2,733.93B","-0.38%"
"Jun 21, 2018","10,941.07","10,949.85","10,992.31","10,941.07","2,522.15B","0.12%"
"Jun 20, 2018","10,927.44","10,904.80","10,969.20","10,842.56","3,059.95B","0.21%"
"Jun 19, 2018","10,904.19","11,008.77","11,008.77","10,904.19","3,157.98B","-1.65%"
"Jun 15, 2018","11,087.47","10,998.20","11,087.47","10,981.61","3,547.10B","0.67%"
"Jun 14, 2018","11,013.98","11,143.04","11,143.04","11,013.98","3,145.56B","-1.43%"
"Jun 13, 2018","11,173.21","11,153.20","11,188.01","11,119.24","3,259.35B","0.26%"
"Jun 12, 2018","11,144.79","11,140.02","11,160.05","11,088.53","3,009.09B","-0.04%"
"Jun 11, 2018","11,149.23","11,168.99","11,186.67","11,118.81","2,763.21B","-0.06%"
"Jun 08, 2018","11,156.42","11,243.59","11,243.59","11,122.98","2,935.14B","-0.85%"
"Jun 07, 2018","11,251.75","11,228.64","11,261.68","11,188.99","3,563.05B","0.45%"
"Jun 06, 2018","11,201.83","11,111.14","11,207.15","11,111.14","3,038.17B","0.92%"
"Jun 05, 2018","11,100.11","11,130.03","11,131.08","11,054.62","3,024.00B","-0.08%"
"Jun 04, 2018","11,109.50","11,002.15","11,109.50","11,002.15","2,890.93B","1.47%"
"Jun 01, 2018","10,949.08","10,882.68","10,954.67","10,876.97","2,817.39B","0.68%"
"May 31, 2018","10,874.96","10,856.03","10,909.61","10,853.65","4,494.13B","0.50%"
"May 30, 2018","10,821.17","10,925.21","10,925.21","10,799.75","3,158.96B","-1.30%"
"May 29, 2018","10,964.12","10,979.68","10,986.53","10,929.56","2,424.72B","-0.22%"
"May 28, 2018","10,987.77","10,976.49","10,999.43","10,965.18","2,463.84B","0.42%"
"May 25, 2018","10,942.30","10,946.62","10,977.81","10,918.12","2,219.89B","0.05%"
"May 24, 2018","10,936.93","10,910.61","10,942.64","10,883.52","2,239.94B","0.47%"
"May 23, 2018","10,886.18","10,974.52","10,991.86","10,886.18","2,468.51B","-0.48%"
"May 22, 2018","10,938.73","10,986.77","11,034.12","10,938.73","2,535.82B","-0.25%"
"May 21, 2018","10,966.20","10,861.66","10,979.10","10,861.66","2,401.72B","1.25%"
"May 18, 2018","10,830.84","10,844.09","10,893.35","10,819.07","2,570.76B","-0.03%"
"May 17, 2018","10,833.81","10,911.74","10,938.63","10,833.81","2,509.96B","-0.59%"
"May 16, 2018","10,897.57","10,873.54","10,915.74","10,865.07","2,905.36B","0.21%"
"May 15, 2018","10,874.73","10,965.08","10,978.38","10,874.73","2,652.77B","-0.71%"
"May 14, 2018","10,952.39","10,938.30","10,970.24","10,908.86","2,550.77B","0.86%"
"May 11, 2018","10,858.98","10,808.40","10,874.63","10,808.40","2,782.78B","0.92%"
"May 10, 2018","10,760.21","10,731.68","10,782.06","10,731.68","2,472.73B","0.53%"
"May 09, 2018","10,703.35","10,692.89","10,748.60","10,689.81","2,414.36B","0.11%"
"May 08, 2018","10,691.38","10,610.44","10,691.38","10,609.04","2,300.76B","0.82%"
"May 07, 2018","10,604.91","10,581.78","10,632.62","10,555.56","1,965.22B","0.72%"
"May 04, 2018","10,529.37","10,516.45","10,566.37","10,500.97","2,055.93B","0.14%"
"May 03, 2018","10,514.18","10,578.98","10,578.98","10,509.03","2,113.29B","-0.99%"
"May 02, 2018","10,618.81","10,665.52","10,683.90","10,601.10","2,252.12B","-0.37%"
"Apr 30, 2018","10,657.88","10,553.41","10,660.61","10,539.63","2,120.84B","0.99%"
"Apr 27, 2018","10,553.43","10,546.29","10,573.61","10,495.67","2,079.03B","0.62%"
"Apr 26, 2018","10,488.58","10,583.08","10,618.68","10,478.98","2,633.70B","-0.68%"
"Apr 25, 2018","10,559.97","10,541.83","10,573.73","10,489.20","2,555.08B","-0.18%"
"Apr 24, 2018","10,579.50","10,680.38","10,692.19","10,540.15","2,664.81B","-1.10%"
"Apr 23, 2018","10,697.13","10,756.89","10,774.73","10,687.25","2,324.67B","-0.76%"
"Apr 20, 2018","10,779.38","10,802.42","10,831.56","10,770.05","2,349.59B","-1.75%"
"Apr 19, 2018","10,971.22","10,891.66","10,983.96","10,889.71","2,490.22B","1.14%"
"Apr 18, 2018","10,847.89","10,842.88","10,917.60","10,809.89","2,189.65B","0.35%"
"Apr 17, 2018","10,810.45","10,953.51","10,965.20","10,799.07","2,646.44B","-1.32%"
"Apr 16, 2018","10,954.55","10,962.36","10,974.94","10,921.17","2,340.96B","-0.10%"
"Apr 13, 2018","10,965.39","10,975.58","10,988.23","10,938.37","2,400.41B","0.09%"
"Apr 12, 2018","10,955.29","10,984.12","11,008.20","10,920.62","2,248.18B","-0.17%"
"Apr 11, 2018","10,974.02","10,961.70","11,016.35","10,953.31","2,560.43B","0.43%"
"Apr 10, 2018","10,927.18","10,885.64","10,975.67","10,874.83","2,943.42B","0.31%"
"Apr 09, 2018","10,893.53","10,880.14","10,904.75","10,829.02","2,664.52B","0.67%"
"Apr 03, 2018","10,821.53","10,837.54","10,837.54","10,775.45","2,124.14B","-0.61%"
"Apr 02, 2018","10,888.27","10,936.26","10,969.88","10,882.05","2,071.45B","-0.29%"
"Mar 31, 2018","10,919.49","10,925.71","10,947.16","10,905.69","1,555.80B","0.12%"
"Mar 30, 2018","10,906.22","10,905.30","10,969.22","10,905.30","2,263.33B","0.56%"
"Mar 29, 2018","10,845.92","10,855.66","10,889.60","10,815.46","2,158.32B","-0.18%"
"Mar 28, 2018","10,865.66","10,939.97","10,939.97","10,853.48","1,953.10B","-1.10%"
"Mar 27, 2018","10,986.79","10,901.69","10,986.79","10,901.69","2,297.43B","1.35%"
"Mar 26, 2018","10,840.05","10,783.57","10,840.05","10,781.43","2,048.58B","0.15%"
"Mar 23, 2018","10,823.33","10,863.67","10,863.67","10,758.06","2,618.83B","-1.66%"
"Mar 22, 2018","11,005.84","11,045.90","11,120.20","10,975.33","2,637.44B","-0.05%"
"Mar 21, 2018","11,011.07","11,037.35","11,072.31","11,011.07","2,360.41B","0.00%"
"Mar 20, 2018","11,010.84","11,016.85","11,020.78","10,981.04","2,159.75B","-0.33%"
"Mar 19, 2018","11,046.90","11,004.81","11,066.00","10,983.25","2,206.81B","0.17%"
"Mar 16, 2018","11,027.70","11,010.24","11,054.86","10,933.46","3,071.60B","0.08%"
"Mar 15, 2018","11,018.45","11,039.60","11,052.11","11,008.18","2,124.41B","-0.18%"
"Mar 14, 2018","11,038.80","11,063.73","11,070.29","11,015.47","2,331.02B","-0.51%"
"Mar 13, 2018","11,095.63","11,022.15","11,095.63","11,014.87","2,433.84B","0.85%"
"Mar 12, 2018","11,002.10","10,908.99","11,016.56","10,908.99","2,759.84B","1.26%"
"Mar 09, 2018","10,864.82","10,847.74","10,882.76","10,845.38","2,457.80B","0.38%"
"Mar 08, 2018","10,823.24","10,788.43","10,852.33","10,788.43","2,535.16B","0.73%"
"Mar 07, 2018","10,745.32","10,762.99","10,818.05","10,745.32","2,106.25B","-0.36%"
"Mar 06, 2018","10,784.34","10,711.15","10,784.34","10,711.15","1,905.93B","1.33%"
"Mar 05, 2018","10,642.90","10,727.45","10,756.37","10,642.90","2,203.91B","-0.52%"
"Mar 02, 2018","10,698.17","10,719.29","10,719.29","10,638.98","2,135.53B","-0.81%"
"Mar 01, 2018","10,785.79","10,779.10","10,805.55","10,709.69","2,508.09B","-0.27%"
"Feb 27, 2018","10,815.47","10,896.16","10,937.90","10,815.47","2,697.65B","-0.20%"
"Feb 26, 2018","10,836.70","10,827.98","10,890.69","10,827.98","2,295.29B","0.39%"
"Feb 23, 2018","10,794.55","10,688.97","10,799.29","10,688.97","2,623.48B","1.24%"
"Feb 22, 2018","10,662.38","10,698.47","10,698.47","10,620.80","2,385.82B","-0.49%"
"Feb 21, 2018","10,714.44","10,559.79","10,720.48","10,559.79","2,770.64B","2.81%"
"Feb 12, 2018","10,421.09","10,429.09","10,473.51","10,416.01","2,387.06B","0.48%"
"Feb 09, 2018","10,371.75","10,371.01","10,392.31","10,189.04","2,895.39B","-1.49%"
"Feb 08, 2018","10,528.52","10,559.44","10,609.50","10,512.93","2,287.11B","-0.22%"
"Feb 07, 2018","10,551.54","10,547.64","10,697.82","10,547.64","3,145.30B","1.42%"
"Feb 06, 2018","10,404.00","10,761.01","10,761.01","10,300.40","5,183.64B","-4.95%"
"Feb 05, 2018","10,946.25","10,970.30","10,970.30","10,855.43","2,393.65B","-1.62%"
"Feb 02, 2018","11,126.23","11,151.65","11,153.32","11,070.43","2,023.37B","-0.30%"
"Feb 01, 2018","11,160.25","11,139.40","11,212.10","11,139.40","2,257.55B","0.51%"
"Jan 31, 2018","11,103.79","11,054.36","11,158.29","11,007.89","2,642.87B","0.24%"
"Jan 30, 2018","11,076.78","11,189.57","11,189.57","11,076.78","2,709.15B","-1.29%"
"Jan 29, 2018","11,221.81","11,202.27","11,246.18","11,161.83","2,450.43B","0.67%"
"Jan 26, 2018","11,147.10","11,152.53","11,178.30","11,089.48","2,701.41B","-0.17%"
"Jan 25, 2018","11,165.95","11,154.36","11,268.61","11,131.85","3,457.88B","0.12%"
"Jan 24, 2018","11,152.16","11,228.71","11,228.71","11,107.32","3,171.14B","-0.90%"
"Jan 23, 2018","11,253.11","11,243.49","11,270.18","11,201.52","3,399.85B","0.19%"
"Jan 22, 2018","11,231.46","11,169.79","11,231.46","11,142.38","3,222.58B","0.72%"
"Jan 19, 2018","11,150.85","11,123.58","11,150.85","11,095.85","2,661.45B","0.72%"
"Jan 18, 2018","11,071.57","11,048.06","11,122.82","11,048.06","3,069.85B","0.61%"
"Jan 17, 2018","11,004.80","10,976.13","11,030.22","10,942.95","3,337.37B","0.17%"
"Jan 16, 2018","10,986.11","10,955.81","10,986.11","10,920.50","2,943.95B","0.27%"
"Jan 15, 2018","10,956.31","10,932.37","10,962.55","10,911.89","2,672.49B","0.66%"
"Jan 12, 2018","10,883.96","10,818.24","10,899.98","10,818.24","2,900.35B","0.68%"
"Jan 11, 2018","10,810.06","10,824.54","10,844.08","10,770.10","2,736.20B","-0.19%"
"Jan 10, 2018","10,831.09","10,915.32","10,934.75","10,819.25","3,224.01B","-0.77%"
"Jan 09, 2018","10,914.89","10,922.35","10,931.00","10,860.77","2,933.15B","-0.01%"
"Jan 08, 2018","10,915.75","10,899.09","10,918.47","10,869.12","3,246.85B","0.33%"
"Jan 05, 2018","10,879.80","10,856.92","10,879.80","10,815.68","3,028.43B","0.29%"
"Jan 04, 2018","10,848.63","10,834.58","10,853.46","10,794.25","3,048.51B","0.44%"
"Jan 03, 2018","10,801.57","10,759.61","10,813.16","10,759.61","2,964.79B","0.85%"
"Jan 02, 2018","10,710.73","10,664.82","10,710.73","10,650.77","2,375.85B","0.64%"
"Dec 29, 2017","10,642.86","10,590.95","10,659.98","10,590.95","2,411.67B","0.71%"
"Dec 28, 2017","10,567.64","10,513.29","10,592.04","10,513.29","2,223.69B","0.77%"
"Dec 27, 2017","10,486.67","10,419.81","10,497.77","10,419.81","2,103.29B","0.62%"
"Dec 26, 2017","10,421.91","10,526.14","10,528.92","10,408.12","2,037.76B","-0.96%"
"Dec 25, 2017","10,522.49","10,546.64","10,556.65","10,514.54","1,928.17B","-0.14%"
"Dec 22, 2017","10,537.27","10,503.10","10,537.27","10,486.52","2,049.92B","0.46%"
"Dec 21, 2017","10,488.97","10,526.97","10,545.78","10,488.97","2,116.41B","-0.15%"
"Dec 20, 2017","10,504.52","10,470.36","10,514.31","10,470.36","2,155.80B","0.36%"
"Dec 19, 2017","10,467.34","10,508.33","10,544.00","10,452.08","2,190.48B","-0.37%"
"Dec 18, 2017","10,506.52","10,478.74","10,526.41","10,472.39","1,861.25B","0.14%"
"Dec 15, 2017","10,491.44","10,517.21","10,520.66","10,436.11","2,590.75B","-0.44%"
"Dec 14, 2017","10,538.01","10,494.60","10,577.53","10,494.60","2,447.38B","0.64%"
"Dec 13, 2017","10,470.70","10,447.11","10,489.17","10,444.70","2,323.96B","0.26%"
"Dec 12, 2017","10,443.28","10,488.73","10,495.24","10,408.06","2,164.36B","-0.28%"
"Dec 11, 2017","10,473.09","10,438.33","10,504.67","10,438.33","2,334.19B","0.72%"
"Dec 08, 2017","10,398.62","10,406.35","10,419.28","10,336.26","2,683.76B","0.41%"
"Dec 07, 2017","10,355.76","10,404.42","10,418.97","10,322.76","2,740.46B","-0.37%"
"Dec 06, 2017","10,393.92","10,541.03","10,541.03","10,376.65","3,022.55B","-1.64%"
"Dec 05, 2017","10,566.85","10,607.62","10,635.71","10,540.74","3,126.07B","-0.79%"
"Dec 04, 2017","10,651.11","10,617.27","10,665.43","10,565.68","2,864.46B","0.48%"
"Dec 01, 2017","10,600.37","10,591.62","10,665.92","10,495.15","3,776.15B","0.38%"
"Nov 30, 2017","10,560.44","10,623.20","10,650.18","10,560.44","4,939.08B","-1.43%"
"Nov 29, 2017","10,713.55","10,735.24","10,762.91","10,697.62","3,096.32B","0.06%"
"Nov 28, 2017","10,707.07","10,733.56","10,752.58","10,692.53","2,960.98B","-0.41%"
"Nov 27, 2017","10,750.93","10,836.82","10,856.00","10,746.74","2,668.08B","-0.95%"
"Nov 24, 2017","10,854.09","10,847.79","10,873.91","10,833.78","2,746.93B","-0.00%"
"Nov 23, 2017","10,854.57","10,837.61","10,872.29","10,809.09","2,681.14B","0.30%"
"Nov 22, 2017","10,822.59","10,815.40","10,882.65","10,801.10","3,911.73B","0.40%"
"Nov 21, 2017","10,779.24","10,688.22","10,787.58","10,687.26","3,285.19B","1.08%"
"Nov 20, 2017","10,664.55","10,706.79","10,728.39","10,656.18","2,503.68B","-0.35%"
"Nov 17, 2017","10,701.64","10,673.43","10,729.45","10,673.43","2,471.21B","0.72%"
"Nov 16, 2017","10,625.04","10,629.16","10,666.66","10,609.23","2,189.26B","-0.05%"
"Nov 15, 2017","10,630.65","10,662.08","10,669.59","10,600.26","2,325.63B","-0.53%"
"Nov 14, 2017","10,687.18","10,716.59","10,735.08","10,654.58","2,676.85B","0.03%"
"Nov 13, 2017","10,683.92","10,728.22","10,749.39","10,683.92","2,850.61B","-0.45%"
"Nov 10, 2017","10,732.67","10,713.67","10,742.61","10,659.29","2,347.37B","-0.10%"
"Nov 09, 2017","10,743.27","10,802.95","10,831.38","10,721.87","3,008.05B","-0.70%"
"Nov 08, 2017","10,818.99","10,839.44","10,844.74","10,806.01","2,513.41B","-0.20%"
"Nov 07, 2017","10,840.34","10,820.83","10,842.61","10,807.89","2,593.53B","0.50%"
"Nov 06, 2017","10,786.19","10,856.56","10,858.50","10,769.19","2,241.16B","-0.13%"
"Nov 03, 2017","10,800.77","10,797.91","10,835.70","10,765.31","2,213.55B","0.11%"
"Nov 02, 2017","10,788.51","10,797.63","10,827.67","10,788.51","2,534.48B","-0.17%"
"Nov 01, 2017","10,806.36","10,816.04","10,843.41","10,785.32","2,414.24B","0.12%"
"Oct 31, 2017","10,793.80","10,768.90","10,829.33","10,747.37","2,185.50B","0.34%"
"Oct 30, 2017","10,756.87","10,777.60","10,842.25","10,743.13","2,240.04B","0.45%"
"Oct 27, 2017","10,709.11","10,757.35","10,803.60","10,701.08","3,016.34B","-0.24%"
"Oct 26, 2017","10,734.76","10,735.35","10,756.51","10,716.52","2,228.86B","-0.15%"
"Oct 25, 2017","10,750.57","10,771.40","10,794.55","10,740.07","2,517.65B","0.06%"
"Oct 24, 2017","10,743.78","10,749.90","10,766.64","10,726.25","2,253.02B","0.08%"
"Oct 23, 2017","10,735.21","10,759.47","10,792.27","10,731.90","2,041.34B","0.06%"
"Oct 20, 2017","10,728.88","10,737.87","10,753.77","10,702.56","2,313.98B","-0.29%"
"Oct 19, 2017","10,760.29","10,745.77","10,798.54","10,745.77","2,173.53B","0.37%"
"Oct 18, 2017","10,720.28","10,773.85","10,790.31","10,684.32","2,651.22B","-0.03%"
"Oct 17, 2017","10,723.15","10,790.35","10,798.52","10,723.15","2,368.64B","-0.47%"
"Oct 16, 2017","10,774.21","10,735.14","10,774.21","10,723.37","2,451.93B","0.47%"
"Oct 13, 2017","10,724.09","10,712.48","10,724.09","10,675.83","2,301.19B","0.12%"
"Oct 12, 2017","10,711.44","10,668.39","10,711.44","10,668.39","2,367.73B","0.66%"
"Oct 11, 2017","10,641.19","10,576.12","10,668.49","10,576.12","2,859.36B","1.03%"
"Oct 06, 2017","10,532.81","10,538.21","10,557.67","10,511.50","1,950.02B","0.14%"
"Oct 05, 2017","10,518.27","10,473.28","10,530.93","10,473.28","1,905.86B","0.47%"
"Oct 03, 2017","10,469.35","10,462.70","10,495.34","10,445.86","1,916.10B","0.04%"
"Oct 02, 2017","10,465.16","10,425.10","10,472.81","10,414.53","1,730.20B","0.78%"
"Sep 30, 2017","10,383.94","10,362.55","10,400.40","10,362.55","1,102.90B","0.52%"
"Sep 29, 2017","10,329.94","10,319.69","10,338.95","10,273.60","1,942.36B","0.33%"
"Sep 28, 2017","10,296.45","10,351.42","10,365.59","10,288.24","2,054.88B","-0.29%"
"Sep 27, 2017","10,326.68","10,322.44","10,357.23","10,315.97","1,954.47B","0.68%"
"Sep 26, 2017","10,257.02","10,333.44","10,374.54","10,257.02","2,348.60B","-0.76%"
"Sep 25, 2017","10,335.89","10,442.05","10,447.09","10,322.10","2,622.60B","-1.09%"
"Sep 22, 2017","10,449.68","10,571.65","10,579.02","10,446.45","2,427.20B","-1.22%"
"Sep 21, 2017","10,578.44","10,506.85","10,603.08","10,493.95","2,312.38B","0.56%"
"Sep 20, 2017","10,519.17","10,568.58","10,589.19","10,490.71","2,745.04B","-0.54%"
"Sep 19, 2017","10,576.14","10,653.34","10,664.18","10,561.21","3,071.49B","-0.52%"
"Sep 18, 2017","10,631.57","10,590.80","10,642.40","10,581.81","3,575.26B","0.48%"
"Sep 15, 2017","10,580.41","10,556.82","10,580.78","10,520.15","3,365.94B","0.25%"
"Sep 14, 2017","10,553.57","10,533.99","10,572.71","10,508.72","2,491.81B","0.20%"
"Sep 13, 2017","10,532.88","10,596.36","10,620.31","10,532.88","2,711.49B","-0.73%"
"Sep 12, 2017","10,610.35","10,610.33","10,646.55","10,586.28","2,920.78B","0.36%"
"Sep 11, 2017","10,572.16","10,630.16","10,656.25","10,565.78","2,977.73B","-0.36%"
"Sep 08, 2017","10,609.95","10,553.90","10,609.95","10,550.72","2,818.19B","0.68%"
"Sep 07, 2017","10,538.51","10,564.79","10,604.02","10,509.91","3,227.27B","-0.09%"
"Sep 06, 2017","10,547.86","10,593.87","10,604.92","10,519.71","2,815.59B","-0.66%"
"Sep 05, 2017","10,617.84","10,584.10","10,617.84","10,564.26","2,761.02B","0.45%"
"Sep 04, 2017","10,569.87","10,585.44","10,610.04","10,555.34","2,619.84B","-0.24%"
"Sep 01, 2017","10,594.82","10,576.27","10,619.52","10,568.72","3,121.69B","0.09%"
"Aug 31, 2017","10,585.78","10,586.65","10,609.48","10,551.95","2,800.67B","0.15%"
"Aug 30, 2017","10,569.40","10,511.59","10,574.53","10,511.59","2,765.69B","0.69%"
"Aug 29, 2017","10,496.57","10,518.69","10,518.69","10,463.22","2,815.84B","-0.28%"
"Aug 28, 2017","10,525.98","10,502.80","10,542.37","10,498.88","2,737.97B","0.10%"
"Aug 25, 2017","10,515.51","10,497.86","10,519.84","10,478.72","2,826.78B","0.25%"
