"Date","Price","Open","High","Low","Change %"
"Jan 22, 2021","72.980","72.965","73.111","72.920","0.03%"
"Jan 21, 2021","72.960","72.916","73.061","72.894","0.07%"
"Jan 20, 2021","72.910","73.192","73.205","72.896","-0.38%"
"Jan 19, 2021","73.190","73.177","73.311","73.113","0.01%"
"Jan 18, 2021","73.181","73.150","73.333","73.136","0.08%"
"Jan 15, 2021","73.120","73.089","73.211","72.990","0.07%"
"Jan 14, 2021","73.070","73.135","73.239","72.923","-0.12%"
"Jan 13, 2021","73.160","73.190","73.238","73.061","-0.08%"
"Jan 12, 2021","73.220","73.494","73.494","73.200","-0.32%"
"Jan 11, 2021","73.455","73.450","73.600","73.357","0.17%"
"Jan 08, 2021","73.330","73.455","73.509","73.201","-0.12%"
"Jan 07, 2021","73.420","73.161","73.482","73.063","0.41%"
"Jan 06, 2021","73.118","73.168","73.229","73.046","-0.00%"
"Jan 05, 2021","73.120","73.080","73.290","72.980","0.07%"
"Jan 04, 2021","73.070","73.106","73.134","72.830","-0.07%"
"Jan 01, 2021","73.120","73.100","73.128","73.022","0.11%"
"Dec 31, 2020","73.036","73.195","73.243","72.951","-0.12%"
"Dec 30, 2020","73.127","73.370","73.398","73.135","-0.36%"
"Dec 29, 2020","73.390","73.545","73.545","73.313","-0.21%"
"Dec 28, 2020","73.546","73.558","73.613","73.457","0.01%"
"Dec 24, 2020","73.540","73.800","73.840","73.506","-0.31%"
"Dec 23, 2020","73.770","73.905","73.905","73.654","-0.11%"
"Dec 22, 2020","73.851","73.940","73.950","73.802","-0.24%"
"Dec 21, 2020","74.026","73.575","74.104","73.575","0.62%"
"Dec 18, 2020","73.570","73.530","73.588","73.475","0.07%"
"Dec 17, 2020","73.520","73.600","73.635","73.372","-0.15%"
"Dec 16, 2020","73.630","73.532","73.660","73.459","0.10%"
"Dec 15, 2020","73.556","73.674","73.685","73.542","-0.10%"
"Dec 14, 2020","73.630","73.738","73.738","73.450","-0.14%"
"Dec 11, 2020","73.736","73.730","73.817","73.535","-0.01%"
"Dec 10, 2020","73.740","73.730","73.782","73.625","0.03%"
"Dec 09, 2020","73.720","73.712","73.730","73.515","0.00%"
"Dec 08, 2020","73.720","73.810","73.846","73.511","-0.14%"
"Dec 07, 2020","73.826","73.805","73.977","73.690","0.09%"
"Dec 04, 2020","73.757","73.865","73.865","73.647","-0.14%"
"Dec 03, 2020","73.860","73.695","73.988","73.670","0.14%"
"Dec 02, 2020","73.760","73.500","73.836","73.402","0.38%"
"Dec 01, 2020","73.482","74.025","74.025","73.445","-0.69%"
"Nov 30, 2020","73.990","73.935","74.025","73.873","0.08%"
"Nov 27, 2020","73.933","73.837","74.116","73.742","0.14%"
"Nov 26, 2020","73.832","73.792","73.913","73.720","0.09%"
"Nov 25, 2020","73.769","73.970","74.017","73.743","-0.42%"
"Nov 24, 2020","74.078","74.244","74.244","73.869","-0.23%"
"Nov 23, 2020","74.250","74.120","74.277","74.005","0.19%"
"Nov 20, 2020","74.110","74.165","74.211","74.056","0.01%"
"Nov 19, 2020","74.100","74.313","74.349","74.103","-0.01%"
"Nov 18, 2020","74.110","74.475","74.530","74.058","-0.48%"
"Nov 17, 2020","74.470","74.345","74.635","74.345","0.13%"
"Nov 16, 2020","74.370","74.590","74.590","74.380","-0.26%"
"Nov 13, 2020","74.561","74.662","74.725","74.464","-0.16%"
"Nov 12, 2020","74.680","74.438","74.760","74.365","0.32%"
"Nov 11, 2020","74.439","74.170","74.522","74.170","0.21%"
"Nov 10, 2020","74.280","73.955","74.478","73.948","0.34%"
"Nov 09, 2020","74.030","73.976","74.175","73.637","0.08%"
"Nov 06, 2020","73.974","74.030","74.286","73.860","0.09%"
"Nov 05, 2020","73.910","74.317","74.410","73.914","-0.61%"
"Nov 04, 2020","74.365","74.598","75.015","74.337","-0.33%"
"Nov 03, 2020","74.610","74.422","74.635","74.247","0.15%"
"Nov 02, 2020","74.500","74.567","74.567","74.265","-0.07%"
"Oct 30, 2020","74.554","74.320","74.712","74.240","0.25%"
"Oct 29, 2020","74.370","74.230","74.533","73.938","0.26%"
"Oct 28, 2020","74.180","73.729","74.271","73.647","0.76%"
"Oct 27, 2020","73.622","73.938","74.021","73.599","-0.46%"
"Oct 26, 2020","73.960","73.842","74.115","73.692","0.18%"
"Oct 23, 2020","73.829","73.645","73.887","73.471","0.23%"
"Oct 22, 2020","73.660","73.680","73.808","73.519","0.10%"
"Oct 21, 2020","73.590","73.440","73.763","73.357","0.20%"
"Oct 20, 2020","73.440","73.342","73.558","73.295","0.12%"
"Oct 19, 2020","73.350","73.444","73.444","73.289","-0.13%"
"Oct 16, 2020","73.442","73.407","73.451","73.255","0.03%"
"Oct 15, 2020","73.420","73.295","73.520","73.204","0.25%"
"Oct 14, 2020","73.240","73.395","73.466","73.193","-0.22%"
"Oct 13, 2020","73.400","73.351","73.475","73.245","0.05%"
"Oct 12, 2020","73.363","73.015","73.428","73.015","0.48%"
"Oct 09, 2020","73.010","73.150","73.265","72.969","-0.38%"
"Oct 08, 2020","73.290","73.330","73.381","73.185","-0.05%"
"Oct 07, 2020","73.330","73.550","73.613","73.254","-0.14%"
"Oct 06, 2020","73.434","73.093","73.518","73.093","0.44%"
"Oct 05, 2020","73.110","73.295","73.481","73.070","-0.25%"
"Oct 02, 2020","73.290","73.239","73.450","73.239","0.13%"
"Oct 01, 2020","73.193","73.595","73.610","73.021","-0.50%"
"Sep 30, 2020","73.560","73.817","73.865","73.522","-0.26%"
"Sep 29, 2020","73.750","73.785","73.918","73.716","0.00%"
"Sep 28, 2020","73.750","73.685","73.862","73.526","0.11%"
"Sep 25, 2020","73.670","73.735","73.788","73.566","-0.31%"
"Sep 24, 2020","73.900","73.835","74.055","73.765","0.45%"
"Sep 23, 2020","73.570","73.503","73.635","73.430","0.08%"
"Sep 22, 2020","73.510","73.575","73.645","73.385","-0.08%"
"Sep 21, 2020","73.570","73.535","73.649","73.260","0.04%"
"Sep 18, 2020","73.538","73.475","73.613","73.144","-0.08%"
"Sep 17, 2020","73.600","73.715","73.784","73.581","0.07%"
"Sep 16, 2020","73.545","73.595","73.779","73.470","-0.07%"
"Sep 15, 2020","73.600","73.395","73.735","73.312","0.31%"
"Sep 14, 2020","73.370","73.480","73.605","73.265","-0.08%"
"Sep 11, 2020","73.430","73.535","73.628","73.405","0.00%"
"Sep 10, 2020","73.430","73.462","73.508","73.155","0.18%"
"Sep 09, 2020","73.300","73.787","73.832","73.310","-0.60%"
"Sep 08, 2020","73.740","73.630","73.974","73.385","0.40%"
"Sep 07, 2020","73.444","73.291","73.508","73.027","0.21%"
"Sep 04, 2020","73.289","73.480","73.505","73.006","-0.14%"
"Sep 03, 2020","73.389","73.225","73.570","73.151","0.17%"
"Sep 02, 2020","73.268","73.143","73.320","72.893","0.36%"
"Sep 01, 2020","73.002","73.215","73.225","72.753","-0.34%"
"Aug 31, 2020","73.254","73.115","73.702","73.050","0.19%"
"Aug 28, 2020","73.114","73.827","73.878","73.116","-1.06%"
"Aug 27, 2020","73.894","74.290","74.370","73.782","-0.44%"
"Aug 26, 2020","74.217","74.225","74.459","74.193","0.02%"
"Aug 25, 2020","74.202","74.100","74.517","74.070","0.05%"
"Aug 24, 2020","74.168","74.922","74.922","73.962","-1.00%"
"Aug 21, 2020","74.920","74.980","75.005","74.820","-0.12%"
"Aug 20, 2020","75.012","74.973","75.132","74.935","0.22%"
"Aug 19, 2020","74.846","74.655","74.935","74.628","0.37%"
"Aug 18, 2020","74.570","74.740","74.886","74.575","-0.23%"
"Aug 17, 2020","74.743","74.903","74.921","74.715","-0.17%"
"Aug 14, 2020","74.874","74.890","74.978","74.734","0.08%"
"Aug 13, 2020","74.811","74.775","74.933","74.769","0.03%"
"Aug 12, 2020","74.790","74.615","74.935","74.615","0.24%"
"Aug 11, 2020","74.610","74.855","74.887","74.522","-0.35%"
"Aug 10, 2020","74.870","75.025","75.025","74.857","-0.21%"
"Aug 07, 2020","75.025","75.073","75.112","74.891","0.17%"
"Aug 06, 2020","74.900","74.875","75.017","74.777","0.14%"
"Aug 05, 2020","74.798","74.982","75.030","74.763","-0.35%"
"Aug 04, 2020","75.062","75.165","75.214","74.962","-0.16%"
"Aug 03, 2020","75.185","74.918","75.314","74.863","0.36%"
"Jul 31, 2020","74.918","74.750","74.939","74.685","0.06%"
"Jul 30, 2020","74.877","74.830","74.967","74.795","-0.10%"
"Jul 29, 2020","74.948","74.870","74.949","74.676","0.05%"
"Jul 28, 2020","74.909","74.785","74.943","74.707","0.15%"
"Jul 27, 2020","74.800","74.760","74.902","74.665","0.05%"
"Jul 24, 2020","74.760","74.908","74.985","74.697","-0.07%"
"Jul 23, 2020","74.815","74.625","74.961","74.600","0.27%"
"Jul 22, 2020","74.610","74.543","74.872","74.509","0.09%"
"Jul 21, 2020","74.540","74.725","74.875","74.516","-0.28%"
"Jul 20, 2020","74.750","74.898","75.033","74.735","-0.20%"
"Jul 17, 2020","74.897","75.200","75.255","74.897","-0.38%"
"Jul 16, 2020","75.180","75.115","75.295","75.107","0.07%"
"Jul 15, 2020","75.125","75.325","75.380","75.050","-0.37%"
"Jul 14, 2020","75.407","75.275","75.535","75.268","0.26%"
"Jul 13, 2020","75.212","75.195","75.237","75.082","0.02%"
"Jul 10, 2020","75.195","75.165","75.340","75.141","0.05%"
"Jul 09, 2020","75.155","74.935","75.166","74.902","0.28%"
"Jul 08, 2020","74.945","74.835","75.084","74.825","0.18%"
"Jul 07, 2020","74.810","74.650","74.984","74.645","0.23%"
"Jul 06, 2020","74.635","74.636","74.827","74.488","-0.00%"
"Jul 03, 2020","74.636","74.725","75.030","74.582","-0.15%"
"Jul 02, 2020","74.750","75.465","75.534","74.637","-0.98%"
"Jul 01, 2020","75.490","75.525","75.625","75.470","-0.07%"
"Jun 30, 2020","75.545","75.520","75.633","75.422","0.05%"
"Jun 29, 2020","75.510","75.620","75.670","75.456","-0.15%"
"Jun 26, 2020","75.620","75.580","75.679","75.430","0.04%"
"Jun 25, 2020","75.587","75.717","75.787","75.518","-0.10%"
"Jun 24, 2020","75.665","75.473","75.769","75.473","0.22%"
"Jun 23, 2020","75.503","75.782","75.912","75.452","-0.38%"
"Jun 22, 2020","75.790","76.260","76.295","75.730","-0.62%"
"Jun 19, 2020","76.260","76.341","76.365","76.095","-0.18%"
"Jun 18, 2020","76.400","76.255","76.400","76.048","0.14%"
"Jun 17, 2020","76.290","76.260","76.367","76.091","0.05%"
"Jun 16, 2020","76.250","75.857","76.313","75.772","0.36%"
"Jun 15, 2020","75.979","76.050","76.167","75.913","-0.09%"
"Jun 12, 2020","76.050","75.975","76.240","75.756","0.10%"
"Jun 11, 2020","75.971","75.680","75.971","75.580","0.45%"
"Jun 10, 2020","75.634","75.511","75.676","75.398","0.17%"
"Jun 09, 2020","75.505","75.445","75.706","75.410","0.14%"
"Jun 08, 2020","75.400","75.560","75.673","75.391","-0.21%"
"Jun 05, 2020","75.560","75.440","75.727","75.325","0.13%"
"Jun 04, 2020","75.459","75.355","75.645","75.337","0.18%"
"Jun 03, 2020","75.325","75.050","75.553","75.008","0.30%"
"Jun 02, 2020","75.100","75.545","75.620","74.973","-0.54%"
"Jun 01, 2020","75.505","75.470","75.775","75.272","-0.13%"
"May 29, 2020","75.605","75.700","75.742","75.440","-0.07%"
"May 28, 2020","75.660","75.804","75.905","75.634","-0.34%"
"May 27, 2020","75.920","75.547","75.971","75.520","0.61%"
"May 26, 2020","75.459","75.843","75.855","75.407","-0.56%"
"May 25, 2020","75.887","75.950","76.110","75.854","-0.08%"
"May 22, 2020","75.950","75.655","76.023","75.625","0.44%"
"May 21, 2020","75.620","75.545","75.826","75.398","0.09%"
"May 20, 2020","75.555","75.710","75.870","75.468","-0.12%"
"May 19, 2020","75.645","75.610","75.808","75.550","-0.07%"
"May 18, 2020","75.700","75.830","76.062","75.632","-0.17%"
"May 15, 2020","75.830","75.510","75.941","75.405","0.44%"
"May 14, 2020","75.495","75.441","75.699","75.341","0.17%"
"May 13, 2020","75.365","75.275","75.507","75.048","0.40%"
"May 12, 2020","75.062","75.945","75.967","75.049","-1.09%"
"May 11, 2020","75.888","75.535","75.925","75.450","0.47%"
"May 08, 2020","75.535","75.588","75.645","75.262","-0.34%"
"May 07, 2020","75.794","76.100","76.145","75.773","-0.41%"
"May 06, 2020","76.105","75.805","76.108","75.630","0.52%"
"May 05, 2020","75.710","75.640","75.868","75.471","0.09%"
"May 04, 2020","75.640","75.750","75.815","75.574","-0.14%"
"May 01, 2020","75.749","75.319","75.804","75.293","0.89%"
"Apr 30, 2020","75.080","75.404","75.429","74.909","-0.50%"
"Apr 29, 2020","75.455","76.070","76.109","75.455","-0.80%"
"Apr 28, 2020","76.065","76.124","76.449","75.813","-0.22%"
"Apr 27, 2020","76.229","76.270","76.353","76.019","-0.05%"
"Apr 24, 2020","76.270","75.962","76.481","75.817","0.49%"
"Apr 23, 2020","75.895","76.465","76.465","75.824","-0.67%"
"Apr 22, 2020","76.410","76.930","77.010","76.410","-0.73%"
"Apr 21, 2020","76.975","76.590","77.004","76.583","0.52%"
"Apr 20, 2020","76.575","76.550","76.680","76.301","0.03%"
"Apr 17, 2020","76.550","76.821","76.821","76.242","-0.33%"
"Apr 16, 2020","76.805","76.625","76.914","76.550","0.32%"
"Apr 15, 2020","76.563","76.036","76.654","75.934","0.72%"
"Apr 14, 2020","76.015","76.318","76.378","76.015","-0.31%"
"Apr 13, 2020","76.249","75.879","76.457","75.879","0.49%"
"Apr 10, 2020","75.879","75.895","75.935","75.845","-0.55%"
"Apr 09, 2020","76.300","76.100","76.555","76.016","0.47%"
"Apr 08, 2020","75.945","75.625","76.410","75.625","0.40%"
"Apr 07, 2020","75.645","75.965","75.993","75.521","-0.43%"
"Apr 06, 2020","75.975","76.240","76.256","75.890","-0.35%"
"Apr 03, 2020","76.241","75.965","76.314","75.783","-0.21%"
"Apr 02, 2020","76.400","76.386","76.430","76.345","-0.01%"
"Apr 01, 2020","76.404","75.320","76.422","75.320","1.41%"
"Mar 31, 2020","75.343","75.535","75.680","75.280","-0.09%"
"Mar 30, 2020","75.410","75.145","75.675","75.096","-0.08%"
"Mar 27, 2020","75.472","74.625","75.533","74.365","0.78%"
"Mar 26, 2020","74.890","75.885","75.965","74.890","-1.95%"
"Mar 25, 2020","76.375","76.375","76.375","76.375","-0.00%"
"Mar 24, 2020","76.379","76.090","76.385","75.946","0.06%"
"Mar 23, 2020","76.335","75.370","76.335","75.370","1.24%"
"Mar 20, 2020","75.398","74.825","75.398","74.710","0.82%"
"Mar 19, 2020","74.786","74.875","75.312","74.668","0.32%"
"Mar 18, 2020","74.550","73.974","74.550","73.924","0.66%"
"Mar 17, 2020","74.062","74.073","74.315","73.858","0.08%"
"Mar 16, 2020","74.003","74.006","74.359","73.999","0.22%"
"Mar 13, 2020","73.840","74.561","74.561","73.732","-0.99%"
"Mar 12, 2020","74.576","74.134","74.579","74.074","1.21%"
"Mar 11, 2020","73.682","73.792","74.015","73.532","-0.63%"
"Mar 10, 2020","74.150","74.248","74.248","74.150","-0.06%"
"Mar 09, 2020","74.195","73.975","74.254","73.850","0.26%"
"Mar 06, 2020","74.004","73.873","74.073","73.529","0.68%"
"Mar 05, 2020","73.507","73.517","73.564","73.044","-0.04%"
"Mar 04, 2020","73.540","73.060","73.640","72.910","0.67%"
"Mar 03, 2020","73.050","72.480","73.397","72.440","0.23%"
"Mar 02, 2020","72.882","72.520","72.954","72.028","0.47%"
"Feb 28, 2020","72.539","71.755","72.574","71.755","1.23%"
"Feb 27, 2020","71.655","71.645","71.704","71.545","0.10%"
"Feb 26, 2020","71.580","71.833","71.873","71.532","-0.33%"
"Feb 25, 2020","71.820","71.870","71.920","71.611","-0.16%"
"Feb 24, 2020","71.935","71.915","72.015","71.775","0.08%"
"Feb 21, 2020","71.880","71.665","72.056","71.665","0.28%"
"Feb 20, 2020","71.680","71.735","71.820","71.530","0.11%"
"Feb 19, 2020","71.600","71.573","71.600","71.452","0.02%"
"Feb 18, 2020","71.585","71.415","71.611","71.375","0.34%"
"Feb 17, 2020","71.340","71.430","71.507","71.260","-0.26%"
"Feb 14, 2020","71.528","71.294","71.597","71.272","0.28%"
"Feb 13, 2020","71.330","71.360","71.511","71.254","0.03%"
"Feb 12, 2020","71.306","71.212","71.391","71.212","0.03%"
"Feb 11, 2020","71.285","71.235","71.330","71.179","-0.01%"
"Feb 10, 2020","71.290","71.400","71.457","71.285","-0.31%"
"Feb 07, 2020","71.515","71.260","71.538","71.213","0.41%"
"Feb 06, 2020","71.225","71.181","71.300","71.106","0.05%"
"Feb 05, 2020","71.190","71.110","71.300","71.110","0.11%"
"Feb 04, 2020","71.115","71.215","71.297","71.090","-0.29%"
"Feb 03, 2020","71.324","71.523","71.653","71.268","-0.32%"
"Jan 31, 2020","71.555","71.575","71.578","71.294","0.01%"
"Jan 30, 2020","71.550","71.420","71.660","71.390","0.34%"
"Jan 29, 2020","71.310","71.240","71.411","71.165","0.15%"
"Jan 28, 2020","71.200","71.432","71.432","71.200","-0.35%"
"Jan 27, 2020","71.450","71.475","71.520","71.373","0.17%"
"Jan 24, 2020","71.330","71.340","71.371","71.220","-0.10%"
"Jan 23, 2020","71.400","71.190","71.465","71.169","0.45%"
"Jan 22, 2020","71.080","71.180","71.265","71.076","-0.13%"
"Jan 21, 2020","71.170","71.190","71.250","71.121","0.18%"
"Jan 20, 2020","71.040","71.070","71.160","71.010","-0.05%"
"Jan 17, 2020","71.079","70.953","71.099","70.933","0.14%"
"Jan 16, 2020","70.978","70.775","71.007","70.775","0.36%"
"Jan 15, 2020","70.720","71.000","71.023","70.682","-0.18%"
"Jan 14, 2020","70.850","70.720","70.975","70.720","0.20%"
"Jan 13, 2020","70.710","70.805","70.945","70.710","-0.35%"
"Jan 10, 2020","70.960","71.240","71.260","70.848","-0.35%"
"Jan 09, 2020","71.210","71.510","71.544","71.134","-0.42%"
"Jan 08, 2020","71.510","71.954","72.114","71.466","-0.47%"
"Jan 07, 2020","71.845","71.765","71.923","71.670","-0.03%"
"Jan 06, 2020","71.867","72.011","72.123","71.834","0.14%"
"Jan 03, 2020","71.770","71.610","71.844","71.520","0.59%"
"Jan 02, 2020","71.350","71.235","71.408","71.235","0.17%"
"Jan 01, 2020","71.228","71.365","71.377","71.225","-0.18%"
"Dec 31, 2019","71.355","71.275","71.385","71.225","0.05%"
"Dec 30, 2019","71.320","71.340","71.427","71.290","-0.19%"
"Dec 27, 2019","71.455","71.305","71.505","71.185","0.22%"
"Dec 26, 2019","71.300","71.260","71.353","71.230","0.03%"
"Dec 25, 2019","71.280","71.280","71.280","71.280","0.00%"
"Dec 24, 2019","71.280","71.210","71.317","71.153","0.08%"
"Dec 23, 2019","71.220","71.113","71.300","71.110","0.23%"
"Dec 20, 2019","71.060","71.130","71.256","71.045","-0.17%"
"Dec 19, 2019","71.180","70.993","71.214","70.880","0.25%"
"Dec 18, 2019","71.000","71.010","71.125","70.924","-0.05%"
"Dec 17, 2019","71.035","70.955","71.065","70.832","0.17%"
"Dec 16, 2019","70.915","70.755","71.050","70.755","0.17%"
"Dec 13, 2019","70.798","70.553","70.883","70.503","0.32%"
"Dec 12, 2019","70.570","70.670","70.910","70.531","-0.20%"
"Dec 11, 2019","70.710","70.823","70.942","70.710","-0.14%"
"Dec 10, 2019","70.810","70.962","71.043","70.808","-0.23%"
"Dec 09, 2019","70.970","71.300","71.300","70.970","-0.44%"
"Dec 06, 2019","71.283","71.245","71.446","71.174","0.04%"
"Dec 05, 2019","71.252","71.505","71.677","71.180","-0.31%"
"Dec 04, 2019","71.474","71.803","71.823","71.452","-0.37%"
"Dec 03, 2019","71.740","71.630","71.816","71.532","0.15%"
"Dec 02, 2019","71.634","71.795","71.825","71.603","-0.16%"
"Nov 29, 2019","71.749","71.613","71.872","71.603","0.34%"
"Nov 28, 2019","71.505","71.245","71.665","71.235","0.34%"
"Nov 27, 2019","71.260","71.450","71.493","71.233","-0.31%"
"Nov 26, 2019","71.480","71.684","71.690","71.480","-0.29%"
"Nov 25, 2019","71.689","71.695","71.763","71.610","-0.14%"
"Nov 22, 2019","71.792","71.756","71.876","71.662","0.06%"
"Nov 21, 2019","71.750","71.790","71.905","71.717","0.01%"
"Nov 20, 2019","71.746","71.833","71.916","71.643","-0.12%"
"Nov 19, 2019","71.830","71.920","72.015","71.605","-0.16%"
"Nov 18, 2019","71.945","71.665","71.945","71.565","0.41%"
"Nov 15, 2019","71.650","71.800","71.878","71.594","-0.44%"
"Nov 14, 2019","71.966","72.082","72.252","71.857","-0.26%"
"Nov 13, 2019","72.150","71.760","72.150","71.657","0.50%"
"Nov 12, 2019","71.790","71.582","71.790","71.544","0.31%"
"Nov 11, 2019","71.570","71.370","71.610","71.290","0.29%"
"Nov 08, 2019","71.360","71.280","71.364","71.165","0.44%"
"Nov 07, 2019","71.047","71.018","71.118","70.886","0.05%"
"Nov 06, 2019","71.010","70.769","71.036","70.769","0.33%"
"Nov 05, 2019","70.775","70.804","70.855","70.625","-0.02%"
"Nov 04, 2019","70.789","70.552","70.802","70.552","0.04%"
"Nov 01, 2019","70.760","70.972","70.990","70.760","-0.31%"
"Oct 31, 2019","70.980","70.762","71.065","70.724","0.04%"
"Oct 30, 2019","70.953","70.871","71.026","70.840","0.09%"
"Oct 29, 2019","70.890","70.750","70.920","70.690","0.20%"
"Oct 28, 2019","70.745","70.822","70.842","70.684","-0.11%"
"Oct 25, 2019","70.820","71.045","71.073","70.782","-0.20%"
"Oct 24, 2019","70.965","70.715","71.085","70.715","0.34%"
"Oct 23, 2019","70.725","71.005","71.033","70.725","-0.12%"
"Oct 22, 2019","70.809","70.912","71.007","70.809","-0.16%"
"Oct 21, 2019","70.925","71.075","71.075","70.778","-0.23%"
"Oct 18, 2019","71.090","71.200","71.320","71.040","-0.06%"
"Oct 17, 2019","71.130","71.362","71.475","71.096","-0.33%"
"Oct 16, 2019","71.364","71.562","71.733","71.348","-0.19%"
"Oct 15, 2019","71.500","71.248","71.605","71.220","0.37%"
"Oct 14, 2019","71.237","70.894","71.249","70.740","0.44%"
"Oct 11, 2019","70.924","70.816","71.091","70.799","-0.09%"
"Oct 10, 2019","70.990","70.960","71.165","70.960","-0.18%"
"Oct 09, 2019","71.120","71.180","71.230","70.945","-0.14%"
"Oct 08, 2019","71.220","70.996","71.233","70.933","0.35%"
"Oct 07, 2019","70.975","70.959","71.106","70.913","0.21%"
"Oct 04, 2019","70.825","70.810","71.040","70.765","-0.29%"
"Oct 03, 2019","71.030","71.210","71.370","70.865","-0.17%"
"Oct 02, 2019","71.150","71.117","71.368","71.100","0.06%"
"Oct 01, 2019","71.110","70.655","71.170","70.655","0.66%"
"Sep 30, 2019","70.645","70.425","70.885","70.358","0.19%"
"Sep 27, 2019","70.509","70.951","70.980","70.364","-0.64%"
"Sep 26, 2019","70.964","71.035","71.036","70.837","-0.03%"
"Sep 25, 2019","70.988","70.976","71.154","70.947","0.02%"
"Sep 24, 2019","70.971","70.796","71.066","70.736","0.24%"
"Sep 23, 2019","70.799","71.023","71.053","70.779","-0.39%"
"Sep 20, 2019","71.075","71.205","71.205","70.685","-0.42%"
"Sep 19, 2019","71.375","71.345","71.385","71.050","0.32%"
"Sep 18, 2019","71.145","71.515","71.530","71.145","-0.48%"
"Sep 17, 2019","71.490","71.827","71.990","71.366","-0.13%"
"Sep 16, 2019","71.580","71.690","71.690","71.410","0.84%"
"Sep 13, 2019","70.985","70.972","71.160","70.847","0.03%"
"Sep 12, 2019","70.967","71.588","71.588","70.917","-0.85%"
"Sep 11, 2019","71.577","71.877","71.897","71.514","-0.41%"
"Sep 10, 2019","71.875","71.755","72.002","71.739","0.14%"
"Sep 09, 2019","71.778","71.728","71.787","71.504","0.19%"
"Sep 06, 2019","71.645","71.887","71.928","71.605","-0.39%"
"Sep 05, 2019","71.928","71.986","72.011","71.797","-0.08%"
"Sep 04, 2019","71.989","72.200","72.315","71.944","-0.25%"
"Sep 03, 2019","72.170","71.960","72.412","71.960","0.28%"
"Sep 02, 2019","71.969","71.467","72.003","71.467","0.72%"
"Aug 30, 2019","71.453","71.772","71.817","71.357","-0.33%"
"Aug 29, 2019","71.690","71.913","72.100","71.624","-0.19%"
"Aug 28, 2019","71.829","71.564","71.904","71.492","0.40%"
"Aug 27, 2019","71.543","72.030","72.030","71.383","-0.67%"
"Aug 26, 2019","72.025","71.920","72.260","71.863","0.72%"
"Aug 23, 2019","71.513","71.960","72.061","71.513","-0.58%"
"Aug 22, 2019","71.930","71.600","72.004","71.600","0.69%"
"Aug 21, 2019","71.439","71.562","71.623","71.353","-0.15%"
"Aug 20, 2019","71.549","71.523","71.827","71.523","0.14%"
"Aug 19, 2019","71.451","71.213","71.500","71.063","0.42%"
"Aug 16, 2019","71.155","71.365","71.492","71.045","-0.91%"
"Aug 15, 2019","71.810","71.507","71.829","71.309","0.75%"
"Aug 14, 2019","71.275","70.995","71.365","70.845","-0.20%"
"Aug 13, 2019","71.418","71.132","71.493","71.032","0.19%"
"Aug 12, 2019","71.283","71.014","71.367","70.993","0.51%"
"Aug 09, 2019","70.924","70.443","70.924","70.443","0.72%"
"Aug 08, 2019","70.420","71.170","71.170","70.420","-1.02%"
"Aug 07, 2019","71.145","70.965","71.195","70.604","0.15%"
"Aug 06, 2019","71.040","70.810","71.040","70.470","0.31%"
"Aug 05, 2019","70.821","70.117","70.839","70.117","1.61%"
"Aug 02, 2019","69.700","69.230","69.700","69.210","0.99%"
"Aug 01, 2019","69.017","69.267","69.267","69.002","0.21%"
"Jul 31, 2019","68.875","68.853","68.960","68.761","0.02%"
"Jul 30, 2019","68.862","68.766","68.903","68.663","0.16%"
"Jul 29, 2019","68.755","68.900","68.965","68.705","-0.18%"
"Jul 26, 2019","68.880","69.151","69.151","68.816","-0.23%"
"Jul 25, 2019","69.041","68.992","69.078","68.885","0.09%"
"Jul 24, 2019","68.980","69.020","69.109","68.921","-0.08%"
"Jul 23, 2019","69.033","68.944","69.059","68.903","0.15%"
"Jul 22, 2019","68.930","68.955","69.070","68.880","0.10%"
"Jul 19, 2019","68.860","68.810","68.955","68.722","0.01%"
"Jul 18, 2019","68.855","68.773","69.005","68.718","0.01%"
"Jul 17, 2019","68.846","68.688","68.904","68.640","0.29%"
"Jul 16, 2019","68.650","68.540","68.770","68.521","0.15%"
"Jul 15, 2019","68.545","68.535","68.615","68.477","-0.02%"
"Jul 12, 2019","68.560","68.460","68.695","68.433","0.22%"
"Jul 11, 2019","68.410","68.414","68.495","68.280","-0.01%"
"Jul 10, 2019","68.419","68.620","68.695","68.318","-0.21%"
"Jul 09, 2019","68.565","68.665","68.858","68.513","-0.00%"
"Jul 08, 2019","68.566","68.582","68.767","68.497","0.17%"
"Jul 05, 2019","68.450","68.539","68.785","68.385","-0.11%"
"Jul 04, 2019","68.527","68.817","68.914","68.489","-0.40%"
"Jul 03, 2019","68.800","68.885","68.963","68.795","-0.13%"
"Jul 02, 2019","68.890","68.924","69.075","68.870","0.01%"
"Jul 01, 2019","68.885","68.944","69.090","68.830","-0.09%"
"Jun 28, 2019","68.950","69.048","69.125","68.866","-0.20%"
"Jun 27, 2019","69.088","69.210","69.353","69.030","-0.23%"
"Jun 26, 2019","69.245","69.320","69.518","69.110","-0.13%"
"Jun 25, 2019","69.334","69.266","69.439","69.238","0.09%"
"Jun 24, 2019","69.273","69.629","69.630","69.264","-0.49%"
"Jun 21, 2019","69.615","69.755","69.760","69.504","0.14%"
"Jun 20, 2019","69.520","69.490","69.675","69.334","-0.19%"
"Jun 19, 2019","69.650","69.550","69.808","69.500","0.06%"
"Jun 18, 2019","69.610","69.868","69.891","69.609","-0.34%"
"Jun 17, 2019","69.850","69.810","69.982","69.740","0.02%"
